arr_delay_over_30,distance,origin,month,day_of_week,dep_delay,scheduled_dep_hour,scheduled_dep_minute
TRUE,2298,LAS,January,Thursday,59,16,40
FALSE,1050,MCO,January,Thursday,3,16,45
TRUE,1050,MCO,January,Thursday,27,10,30
FALSE,1050,MCO,January,Thursday,4,7,25
FALSE,777,MDW,January,Thursday,30,19,0
TRUE,777,MDW,January,Thursday,33,13,50
TRUE,1111,TPA,January,Thursday,28,10,45
FALSE,1111,TPA,January,Thursday,23,15,25
FALSE,852,BNA,January,Friday,21,18,35
FALSE,283,BWI,January,Friday,3,19,55
FALSE,283,BWI,January,Friday,-3,20,30
FALSE,283,BWI,January,Friday,-3,13,35
FALSE,283,BWI,January,Friday,11,21,25
FALSE,283,BWI,January,Friday,2,8,35
FALSE,283,BWI,January,Friday,0,15,45
FALSE,283,BWI,January,Friday,-2,10,30
FALSE,283,BWI,January,Friday,11,17,40
FALSE,283,BWI,January,Friday,-2,6,35
TRUE,2298,LAS,January,Friday,159,16,40
FALSE,1050,MCO,January,Friday,24,16,45
FALSE,1050,MCO,January,Friday,-2,10,30
FALSE,1050,MCO,January,Friday,0,7,25
FALSE,777,MDW,January,Friday,14,19,0
FALSE,777,MDW,January,Friday,4,8,45
FALSE,777,MDW,January,Friday,1,13,50
FALSE,1111,TPA,January,Friday,0,10,45
FALSE,1111,TPA,January,Friday,4,15,25
TRUE,852,BNA,January,Saturday,46,18,35
FALSE,283,BWI,January,Saturday,14,19,55
TRUE,283,BWI,January,Saturday,41,20,30
TRUE,283,BWI,January,Saturday,77,13,35
TRUE,283,BWI,January,Saturday,35,15,45
FALSE,283,BWI,January,Saturday,2,8,35
FALSE,283,BWI,January,Saturday,-5,10,30
FALSE,283,BWI,January,Saturday,-3,17,40
TRUE,2298,LAS,January,Saturday,211,16,40
FALSE,1050,MCO,January,Saturday,-2,7,35
TRUE,1050,MCO,January,Saturday,43,16,45
FALSE,1050,MCO,January,Saturday,0,10,30
FALSE,777,MDW,January,Saturday,15,19,15
FALSE,777,MDW,January,Saturday,2,8,45
FALSE,777,MDW,January,Saturday,-1,13,50
FALSE,1111,TPA,January,Saturday,7,10,50
TRUE,1111,TPA,January,Saturday,79,15,25
FALSE,852,BNA,January,Sunday,21,18,35
FALSE,283,BWI,January,Sunday,0,19,55
FALSE,283,BWI,January,Sunday,-3,20,30
TRUE,283,BWI,January,Sunday,29,13,35
FALSE,283,BWI,January,Sunday,0,21,25
FALSE,283,BWI,January,Sunday,-5,8,35
FALSE,283,BWI,January,Sunday,-1,15,45
FALSE,283,BWI,January,Sunday,-1,10,30
FALSE,283,BWI,January,Sunday,7,17,40
FALSE,2298,LAS,January,Sunday,28,16,40
FALSE,1050,MCO,January,Sunday,11,16,45
FALSE,1050,MCO,January,Sunday,0,10,30
FALSE,1050,MCO,January,Sunday,0,7,25
FALSE,777,MDW,January,Sunday,19,19,0
FALSE,777,MDW,January,Sunday,13,8,45
FALSE,777,MDW,January,Sunday,-1,13,50
FALSE,1111,TPA,January,Sunday,-1,10,45
FALSE,1111,TPA,January,Sunday,30,15,25
FALSE,852,BNA,January,Monday,1,18,35
FALSE,283,BWI,January,Monday,26,19,55
FALSE,283,BWI,January,Monday,-3,20,30
FALSE,283,BWI,January,Monday,15,13,35
FALSE,283,BWI,January,Monday,1,21,25
FALSE,283,BWI,January,Monday,1,8,35
FALSE,283,BWI,January,Monday,-5,15,45
FALSE,283,BWI,January,Monday,-4,10,30
FALSE,283,BWI,January,Monday,-1,17,40
FALSE,283,BWI,January,Monday,-1,6,35
FALSE,2298,LAS,January,Monday,13,16,40
FALSE,1050,MCO,January,Monday,4,16,45
FALSE,1050,MCO,January,Monday,-2,10,30
FALSE,1050,MCO,January,Monday,-2,7,25
TRUE,777,MDW,January,Monday,163,19,0
FALSE,777,MDW,January,Monday,-1,8,45
FALSE,777,MDW,January,Monday,-2,13,50
FALSE,1111,TPA,January,Monday,-2,10,45
FALSE,1111,TPA,January,Monday,14,15,25
TRUE,852,BNA,January,Tuesday,45,18,35
FALSE,283,BWI,January,Tuesday,-5,19,55
FALSE,283,BWI,January,Tuesday,0,20,30
FALSE,283,BWI,January,Tuesday,-5,13,35
FALSE,283,BWI,January,Tuesday,-3,21,25
FALSE,283,BWI,January,Tuesday,-2,8,35
FALSE,283,BWI,January,Tuesday,-1,15,45
FALSE,283,BWI,January,Tuesday,2,10,30
FALSE,283,BWI,January,Tuesday,25,17,40
FALSE,283,BWI,January,Tuesday,-6,6,35
TRUE,2298,LAS,January,Tuesday,46,16,40
FALSE,1050,MCO,January,Tuesday,0,16,45
FALSE,1050,MCO,January,Tuesday,-1,10,30
FALSE,1050,MCO,January,Tuesday,3,7,25
FALSE,777,MDW,January,Tuesday,8,19,0
FALSE,777,MDW,January,Tuesday,-4,8,45
FALSE,777,MDW,January,Tuesday,3,13,50
FALSE,1111,TPA,January,Tuesday,-3,10,45
FALSE,1111,TPA,January,Tuesday,7,15,25
FALSE,852,BNA,January,Wednesday,-3,18,35
FALSE,283,BWI,January,Wednesday,-4,19,55
FALSE,283,BWI,January,Wednesday,-2,20,30
FALSE,283,BWI,January,Wednesday,-5,13,35
FALSE,283,BWI,January,Wednesday,20,21,25
FALSE,283,BWI,January,Wednesday,4,8,35
FALSE,283,BWI,January,Wednesday,-7,15,45
FALSE,283,BWI,January,Wednesday,-4,10,30
FALSE,283,BWI,January,Wednesday,1,17,40
FALSE,283,BWI,January,Wednesday,-4,6,35
FALSE,2298,LAS,January,Wednesday,30,16,40
FALSE,1050,MCO,January,Wednesday,17,16,45
FALSE,1050,MCO,January,Wednesday,-5,7,25
FALSE,777,MDW,January,Wednesday,-2,19,0
FALSE,777,MDW,January,Wednesday,-2,8,45
FALSE,777,MDW,January,Wednesday,-4,13,50
FALSE,1111,TPA,January,Wednesday,-4,10,45
FALSE,1111,TPA,January,Wednesday,24,15,25
FALSE,852,BNA,January,Thursday,-2,18,35
FALSE,283,BWI,January,Thursday,4,19,55
TRUE,283,BWI,January,Thursday,54,20,30
FALSE,283,BWI,January,Thursday,-3,13,35
FALSE,283,BWI,January,Thursday,-2,21,25
FALSE,283,BWI,January,Thursday,-1,8,35
FALSE,283,BWI,January,Thursday,7,15,45
FALSE,283,BWI,January,Thursday,-3,10,30
FALSE,283,BWI,January,Thursday,21,17,40
FALSE,283,BWI,January,Thursday,-1,6,35
TRUE,2298,LAS,January,Thursday,109,16,40
FALSE,1050,MCO,January,Thursday,2,16,45
FALSE,1050,MCO,January,Thursday,-3,10,30
FALSE,1050,MCO,January,Thursday,0,7,25
FALSE,777,MDW,January,Thursday,-6,19,0
FALSE,777,MDW,January,Thursday,-4,8,45
FALSE,777,MDW,January,Thursday,-1,13,50
FALSE,1111,TPA,January,Thursday,-2,10,45
TRUE,1111,TPA,January,Thursday,73,15,25
FALSE,852,BNA,January,Friday,3,18,35
FALSE,283,BWI,January,Friday,5,19,55
FALSE,283,BWI,January,Friday,-3,20,30
TRUE,283,BWI,January,Friday,0,13,35
FALSE,283,BWI,January,Friday,0,21,25
FALSE,283,BWI,January,Friday,2,8,35
FALSE,283,BWI,January,Friday,2,15,45
FALSE,283,BWI,January,Friday,0,10,30
TRUE,283,BWI,January,Friday,1,17,40
FALSE,283,BWI,January,Friday,-6,6,35
TRUE,2298,LAS,January,Friday,102,16,40
FALSE,1050,MCO,January,Friday,6,16,45
FALSE,1050,MCO,January,Friday,1,10,30
FALSE,1050,MCO,January,Friday,-2,7,25
FALSE,777,MDW,January,Friday,-3,19,0
FALSE,777,MDW,January,Friday,-3,8,45
FALSE,777,MDW,January,Friday,2,13,50
FALSE,1111,TPA,January,Friday,2,10,45
FALSE,1111,TPA,January,Friday,-5,15,25
FALSE,852,BNA,January,Saturday,-5,18,35
FALSE,283,BWI,January,Saturday,4,20,30
FALSE,283,BWI,January,Saturday,-5,13,35
FALSE,283,BWI,January,Saturday,-7,15,45
FALSE,283,BWI,January,Saturday,0,8,35
FALSE,283,BWI,January,Saturday,7,10,30
FALSE,283,BWI,January,Saturday,-5,17,40
FALSE,2298,LAS,January,Saturday,12,16,40
FALSE,1050,MCO,January,Saturday,-5,7,35
FALSE,1050,MCO,January,Saturday,5,16,45
FALSE,1050,MCO,January,Saturday,1,10,30
FALSE,777,MDW,January,Saturday,7,19,15
FALSE,777,MDW,January,Saturday,-1,8,45
FALSE,777,MDW,January,Saturday,-1,13,50
FALSE,1111,TPA,January,Saturday,0,10,50
FALSE,1111,TPA,January,Saturday,12,15,25
FALSE,852,BNA,January,Sunday,17,19,15
FALSE,283,BWI,January,Sunday,34,20,5
TRUE,283,BWI,January,Sunday,57,17,25
FALSE,283,BWI,January,Sunday,-2,13,10
TRUE,283,BWI,January,Sunday,38,14,55
FALSE,283,BWI,January,Sunday,5,18,35
FALSE,283,BWI,January,Sunday,2,21,35
FALSE,283,BWI,January,Sunday,-5,10,50
FALSE,2298,LAS,January,Sunday,-9,16,40
FALSE,1050,MCO,January,Sunday,-2,9,45
FALSE,1050,MCO,January,Sunday,39,16,45
FALSE,1050,MCO,January,Sunday,-2,12,0
TRUE,777,MDW,January,Sunday,69,20,5
FALSE,777,MDW,January,Sunday,-2,8,35
FALSE,777,MDW,January,Sunday,15,12,0
FALSE,1111,TPA,January,Sunday,12,15,30
FALSE,1111,TPA,January,Sunday,-2,8,25
FALSE,852,BNA,January,Monday,6,19,15
FALSE,283,BWI,January,Monday,-3,20,5
FALSE,283,BWI,January,Monday,-1,7,40
FALSE,283,BWI,January,Monday,-2,13,10
FALSE,283,BWI,January,Monday,-5,14,55
FALSE,283,BWI,January,Monday,-4,18,35
FALSE,283,BWI,January,Monday,2,17,25
FALSE,283,BWI,January,Monday,-5,21,35
FALSE,283,BWI,January,Monday,-4,9,0
FALSE,283,BWI,January,Monday,2,10,50
FALSE,2298,LAS,January,Monday,-6,16,40
FALSE,1050,MCO,January,Monday,0,9,45
FALSE,1050,MCO,January,Monday,7,16,45
FALSE,1050,MCO,January,Monday,-5,12,0
FALSE,777,MDW,January,Monday,16,20,5
FALSE,777,MDW,January,Monday,-6,8,35
FALSE,777,MDW,January,Monday,6,12,0
FALSE,1111,TPA,January,Monday,-2,15,30
FALSE,1111,TPA,January,Monday,-2,8,25
FALSE,852,BNA,January,Tuesday,10,19,15
FALSE,283,BWI,January,Tuesday,-2,20,5
FALSE,283,BWI,January,Tuesday,1,7,40
FALSE,283,BWI,January,Tuesday,-3,13,10
FALSE,283,BWI,January,Tuesday,3,14,55
FALSE,283,BWI,January,Tuesday,-6,18,35
FALSE,283,BWI,January,Tuesday,27,17,25
FALSE,283,BWI,January,Tuesday,21,21,35
FALSE,283,BWI,January,Tuesday,-6,9,0
FALSE,283,BWI,January,Tuesday,0,10,50
FALSE,2298,LAS,January,Tuesday,14,16,40
FALSE,1050,MCO,January,Tuesday,27,9,45
FALSE,1050,MCO,January,Tuesday,1,16,45
FALSE,1050,MCO,January,Tuesday,-1,12,0
FALSE,777,MDW,January,Tuesday,-2,20,5
FALSE,777,MDW,January,Tuesday,0,8,35
FALSE,777,MDW,January,Tuesday,7,12,0
FALSE,1111,TPA,January,Tuesday,-2,15,30
FALSE,1111,TPA,January,Tuesday,-3,8,25
FALSE,852,BNA,January,Wednesday,-1,19,15
FALSE,283,BWI,January,Wednesday,-2,20,5
FALSE,283,BWI,January,Wednesday,4,7,40
FALSE,283,BWI,January,Wednesday,-5,13,10
FALSE,283,BWI,January,Wednesday,0,14,55
FALSE,283,BWI,January,Wednesday,-4,18,35
FALSE,283,BWI,January,Wednesday,4,17,25
FALSE,283,BWI,January,Wednesday,-1,21,35
FALSE,283,BWI,January,Wednesday,0,9,0
FALSE,283,BWI,January,Wednesday,-2,10,50
FALSE,2298,LAS,January,Wednesday,9,16,40
FALSE,1050,MCO,January,Wednesday,3,9,45
FALSE,1050,MCO,January,Wednesday,-5,16,45
FALSE,1050,MCO,January,Wednesday,1,12,0
FALSE,777,MDW,January,Wednesday,10,20,5
FALSE,777,MDW,January,Wednesday,0,8,35
FALSE,777,MDW,January,Wednesday,-2,12,0
FALSE,1111,TPA,January,Wednesday,1,15,30
FALSE,1111,TPA,January,Wednesday,1,8,25
FALSE,852,BNA,January,Thursday,-6,19,15
TRUE,283,BWI,January,Thursday,60,20,5
FALSE,283,BWI,January,Thursday,0,7,40
TRUE,283,BWI,January,Thursday,17,13,10
TRUE,283,BWI,January,Thursday,106,14,55
FALSE,283,BWI,January,Thursday,14,18,35
FALSE,283,BWI,January,Thursday,10,17,25
FALSE,283,BWI,January,Thursday,30,21,35
FALSE,283,BWI,January,Thursday,0,9,0
FALSE,283,BWI,January,Thursday,17,10,50
FALSE,2298,LAS,January,Thursday,0,16,40
FALSE,1050,MCO,January,Thursday,10,9,45
FALSE,1050,MCO,January,Thursday,-2,16,45
FALSE,1050,MCO,January,Thursday,-6,12,0
FALSE,777,MDW,January,Thursday,20,20,5
FALSE,777,MDW,January,Thursday,1,8,35
FALSE,777,MDW,January,Thursday,-2,12,0
FALSE,1111,TPA,January,Thursday,25,15,30
FALSE,1111,TPA,January,Thursday,-1,8,25
FALSE,852,BNA,January,Friday,-2,19,15
FALSE,283,BWI,January,Friday,14,20,5
FALSE,283,BWI,January,Friday,8,7,40
FALSE,283,BWI,January,Friday,8,13,10
FALSE,283,BWI,January,Friday,0,14,55
FALSE,283,BWI,January,Friday,0,18,35
FALSE,283,BWI,January,Friday,0,17,25
FALSE,283,BWI,January,Friday,2,21,35
FALSE,283,BWI,January,Friday,-3,9,0
FALSE,283,BWI,January,Friday,26,10,50
FALSE,2298,LAS,January,Friday,-5,16,40
FALSE,1050,MCO,January,Friday,19,9,45
FALSE,1050,MCO,January,Friday,-2,16,45
FALSE,1050,MCO,January,Friday,10,12,0
FALSE,777,MDW,January,Friday,12,20,5
FALSE,777,MDW,January,Friday,2,8,35
FALSE,777,MDW,January,Friday,-2,12,0
FALSE,1111,TPA,January,Friday,0,15,30
FALSE,1111,TPA,January,Friday,-3,8,25
FALSE,852,BNA,January,Saturday,-7,19,15
FALSE,283,BWI,January,Saturday,2,9,50
FALSE,283,BWI,January,Saturday,-3,13,10
FALSE,283,BWI,January,Saturday,-4,14,55
FALSE,283,BWI,January,Saturday,16,17,25
FALSE,283,BWI,January,Saturday,-1,20,50
FALSE,283,BWI,January,Saturday,2,10,50
FALSE,2298,LAS,January,Saturday,6,16,40
FALSE,1050,MCO,January,Saturday,3,9,45
FALSE,1050,MCO,January,Saturday,29,16,45
FALSE,1050,MCO,January,Saturday,10,12,0
FALSE,777,MDW,January,Saturday,0,19,5
FALSE,777,MDW,January,Saturday,-1,8,35
FALSE,1111,TPA,January,Saturday,-1,7,25
FALSE,1111,TPA,January,Saturday,9,15,30
FALSE,852,BNA,January,Sunday,-5,19,15
FALSE,283,BWI,January,Sunday,0,20,5
FALSE,283,BWI,January,Sunday,3,17,25
FALSE,283,BWI,January,Sunday,-6,13,10
FALSE,283,BWI,January,Sunday,-2,14,55
FALSE,283,BWI,January,Sunday,-5,18,35
FALSE,283,BWI,January,Sunday,-2,21,35
FALSE,283,BWI,January,Sunday,-2,10,50
FALSE,2298,LAS,January,Sunday,2,16,40
FALSE,1050,MCO,January,Sunday,5,9,45
FALSE,1050,MCO,January,Sunday,1,16,45
FALSE,1050,MCO,January,Sunday,13,12,0
FALSE,777,MDW,January,Sunday,-5,20,5
FALSE,777,MDW,January,Sunday,-4,8,35
FALSE,777,MDW,January,Sunday,0,12,0
TRUE,1111,TPA,January,Sunday,59,15,30
FALSE,1111,TPA,January,Sunday,-3,8,25
FALSE,852,BNA,January,Monday,-5,19,15
FALSE,283,BWI,January,Monday,0,20,5
FALSE,283,BWI,January,Monday,-1,7,40
FALSE,283,BWI,January,Monday,1,13,10
FALSE,283,BWI,January,Monday,1,14,55
FALSE,283,BWI,January,Monday,-3,18,35
FALSE,283,BWI,January,Monday,14,17,25
TRUE,283,BWI,January,Monday,91,21,35
FALSE,283,BWI,January,Monday,-1,9,0
FALSE,283,BWI,January,Monday,21,10,50
FALSE,2298,LAS,January,Monday,4,16,40
FALSE,1050,MCO,January,Monday,4,9,45
FALSE,1050,MCO,January,Monday,15,16,45
FALSE,1050,MCO,January,Monday,-2,12,0
TRUE,777,MDW,January,Monday,126,20,5
FALSE,777,MDW,January,Monday,-2,8,35
TRUE,777,MDW,January,Monday,47,12,0
FALSE,1111,TPA,January,Monday,-3,15,30
FALSE,1111,TPA,January,Monday,3,8,25
FALSE,852,BNA,January,Tuesday,-7,19,15
FALSE,283,BWI,January,Tuesday,2,20,5
FALSE,283,BWI,January,Tuesday,6,7,40
FALSE,283,BWI,January,Tuesday,6,13,10
FALSE,283,BWI,January,Tuesday,-2,14,55
FALSE,283,BWI,January,Tuesday,-1,18,35
FALSE,283,BWI,January,Tuesday,8,17,25
TRUE,283,BWI,January,Tuesday,82,21,35
FALSE,283,BWI,January,Tuesday,-5,9,0
FALSE,283,BWI,January,Tuesday,-3,10,50
FALSE,2298,LAS,January,Tuesday,-6,16,40
FALSE,1050,MCO,January,Tuesday,5,9,45
FALSE,1050,MCO,January,Tuesday,-1,16,45
FALSE,1050,MCO,January,Tuesday,-5,12,0
FALSE,777,MDW,January,Tuesday,11,20,5
FALSE,777,MDW,January,Tuesday,13,8,35
FALSE,777,MDW,January,Tuesday,-1,12,0
FALSE,1111,TPA,January,Tuesday,0,15,30
FALSE,1111,TPA,January,Tuesday,0,8,25
FALSE,852,BNA,January,Wednesday,-6,19,15
FALSE,283,BWI,January,Wednesday,-1,20,5
FALSE,283,BWI,January,Wednesday,-1,7,40
FALSE,283,BWI,January,Wednesday,-4,13,10
FALSE,283,BWI,January,Wednesday,-3,14,55
TRUE,283,BWI,January,Wednesday,91,18,35
FALSE,283,BWI,January,Wednesday,0,17,25
FALSE,283,BWI,January,Wednesday,-2,21,35
FALSE,283,BWI,January,Wednesday,-3,9,0
FALSE,283,BWI,January,Wednesday,-4,10,50
FALSE,2298,LAS,January,Wednesday,13,16,40
FALSE,1050,MCO,January,Wednesday,-1,9,45
FALSE,1050,MCO,January,Wednesday,0,16,45
FALSE,1050,MCO,January,Wednesday,2,12,0
TRUE,777,MDW,January,Wednesday,43,20,5
FALSE,777,MDW,January,Wednesday,-5,8,35
FALSE,777,MDW,January,Wednesday,-4,12,0
FALSE,1111,TPA,January,Wednesday,2,15,30
FALSE,1111,TPA,January,Wednesday,3,8,25
FALSE,852,BNA,January,Thursday,-2,19,15
FALSE,283,BWI,January,Thursday,-1,20,5
FALSE,283,BWI,January,Thursday,-2,7,40
FALSE,283,BWI,January,Thursday,-2,13,10
FALSE,283,BWI,January,Thursday,-2,14,55
FALSE,283,BWI,January,Thursday,-2,18,35
FALSE,283,BWI,January,Thursday,9,17,25
FALSE,283,BWI,January,Thursday,13,21,35
FALSE,283,BWI,January,Thursday,-4,9,0
FALSE,283,BWI,January,Thursday,2,10,50
FALSE,2298,LAS,January,Thursday,2,16,40
FALSE,1050,MCO,January,Thursday,4,9,45
FALSE,1050,MCO,January,Thursday,-4,16,45
FALSE,1050,MCO,January,Thursday,-1,12,0
FALSE,777,MDW,January,Thursday,18,20,5
FALSE,777,MDW,January,Thursday,25,8,35
FALSE,777,MDW,January,Thursday,-1,12,0
FALSE,1111,TPA,January,Thursday,2,15,30
FALSE,1111,TPA,January,Thursday,-4,8,25
FALSE,852,BNA,January,Friday,-5,19,15
FALSE,283,BWI,January,Friday,2,20,5
FALSE,283,BWI,January,Friday,-3,7,40
FALSE,283,BWI,January,Friday,-5,13,10
FALSE,283,BWI,January,Friday,-3,14,55
FALSE,283,BWI,January,Friday,2,18,35
FALSE,283,BWI,January,Friday,15,17,25
FALSE,283,BWI,January,Friday,31,21,35
FALSE,283,BWI,January,Friday,-5,9,0
FALSE,283,BWI,January,Friday,0,10,50
FALSE,2298,LAS,January,Friday,33,16,40
FALSE,1050,MCO,January,Friday,-3,9,45
FALSE,1050,MCO,January,Friday,1,16,45
FALSE,1050,MCO,January,Friday,-2,12,0
TRUE,777,MDW,January,Friday,97,20,5
FALSE,777,MDW,January,Friday,-3,8,35
FALSE,777,MDW,January,Friday,8,12,0
FALSE,1111,TPA,January,Friday,-2,15,30
FALSE,1111,TPA,January,Friday,-2,8,25
FALSE,852,BNA,January,Saturday,0,19,15
FALSE,283,BWI,January,Saturday,7,9,50
FALSE,283,BWI,January,Saturday,-3,13,10
FALSE,283,BWI,January,Saturday,2,14,55
FALSE,283,BWI,January,Saturday,16,17,25
FALSE,283,BWI,January,Saturday,-2,20,50
FALSE,283,BWI,January,Saturday,0,10,50
FALSE,2298,LAS,January,Saturday,-3,16,40
FALSE,1050,MCO,January,Saturday,2,9,45
FALSE,1050,MCO,January,Saturday,11,16,45
FALSE,1050,MCO,January,Saturday,0,12,0
FALSE,777,MDW,January,Saturday,18,19,5
FALSE,777,MDW,January,Saturday,-4,8,35
FALSE,1111,TPA,January,Saturday,-6,7,25
FALSE,1111,TPA,January,Saturday,-4,15,30
TRUE,852,BNA,January,Sunday,141,19,15
FALSE,283,BWI,January,Sunday,16,20,5
FALSE,283,BWI,January,Sunday,3,17,25
FALSE,283,BWI,January,Sunday,-2,13,10
FALSE,283,BWI,January,Sunday,5,14,55
FALSE,283,BWI,January,Sunday,-3,18,35
TRUE,283,BWI,January,Sunday,110,21,35
FALSE,283,BWI,January,Sunday,-2,10,50
TRUE,2298,LAS,January,Sunday,230,16,40
FALSE,1050,MCO,January,Sunday,3,9,45
FALSE,1050,MCO,January,Sunday,-4,16,45
FALSE,1050,MCO,January,Sunday,1,12,0
TRUE,777,MDW,January,Sunday,118,20,5
FALSE,777,MDW,January,Sunday,7,8,35
FALSE,777,MDW,January,Sunday,0,12,0
FALSE,1111,TPA,January,Sunday,0,15,30
FALSE,1111,TPA,January,Sunday,-4,8,25
FALSE,852,BNA,January,Monday,3,19,15
FALSE,283,BWI,January,Monday,2,20,5
FALSE,283,BWI,January,Monday,12,7,40
FALSE,283,BWI,January,Monday,2,13,10
TRUE,283,BWI,January,Monday,40,14,55
FALSE,283,BWI,January,Monday,-5,18,35
FALSE,283,BWI,January,Monday,15,17,25
FALSE,283,BWI,January,Monday,14,21,35
FALSE,283,BWI,January,Monday,16,9,0
FALSE,283,BWI,January,Monday,-5,10,50
FALSE,2298,LAS,January,Monday,35,16,40
FALSE,1050,MCO,January,Monday,-5,9,45
FALSE,1050,MCO,January,Monday,11,16,45
FALSE,1050,MCO,January,Monday,-3,12,0
FALSE,777,MDW,January,Monday,27,20,5
TRUE,777,MDW,January,Monday,35,8,35
FALSE,777,MDW,January,Monday,-3,12,0
FALSE,1111,TPA,January,Monday,-3,15,30
FALSE,1111,TPA,January,Monday,-1,8,25
FALSE,852,BNA,January,Tuesday,-10,19,15
FALSE,283,BWI,January,Tuesday,-5,20,5
FALSE,283,BWI,January,Tuesday,-1,7,40
FALSE,283,BWI,January,Tuesday,-6,13,10
FALSE,283,BWI,January,Tuesday,-6,14,55
FALSE,283,BWI,January,Tuesday,-5,18,35
FALSE,283,BWI,January,Tuesday,-5,17,25
FALSE,283,BWI,January,Tuesday,-5,21,35
FALSE,283,BWI,January,Tuesday,0,9,0
FALSE,283,BWI,January,Tuesday,-5,10,50
FALSE,2298,LAS,January,Tuesday,-2,16,40
FALSE,1050,MCO,January,Tuesday,0,9,45
FALSE,1050,MCO,January,Tuesday,-3,16,45
FALSE,1050,MCO,January,Tuesday,-2,12,0
TRUE,777,MDW,January,Tuesday,356,20,5
FALSE,777,MDW,January,Tuesday,16,8,35
FALSE,777,MDW,January,Tuesday,-3,12,0
FALSE,1111,TPA,January,Tuesday,1,15,30
FALSE,1111,TPA,January,Tuesday,-2,8,25
FALSE,852,BNA,January,Wednesday,-1,19,15
FALSE,283,BWI,January,Wednesday,-1,20,5
FALSE,283,BWI,January,Wednesday,0,7,40
FALSE,283,BWI,January,Wednesday,-3,13,10
FALSE,283,BWI,January,Wednesday,-3,14,55
FALSE,283,BWI,January,Wednesday,0,18,35
FALSE,283,BWI,January,Wednesday,1,17,25
FALSE,283,BWI,January,Wednesday,-4,21,35
FALSE,283,BWI,January,Wednesday,0,9,0
FALSE,283,BWI,January,Wednesday,4,10,50
FALSE,2298,LAS,January,Wednesday,1,16,40
FALSE,1050,MCO,January,Wednesday,7,9,45
FALSE,1050,MCO,January,Wednesday,-2,16,45
FALSE,1050,MCO,January,Wednesday,-2,12,0
FALSE,777,MDW,January,Wednesday,3,20,5
FALSE,777,MDW,January,Wednesday,5,8,35
FALSE,777,MDW,January,Wednesday,-3,12,0
FALSE,1111,TPA,January,Wednesday,36,15,30
FALSE,1111,TPA,January,Wednesday,-3,8,25
TRUE,852,BNA,January,Thursday,83,19,15
TRUE,283,BWI,January,Thursday,162,20,5
FALSE,283,BWI,January,Thursday,1,7,40
FALSE,283,BWI,January,Thursday,9,13,10
FALSE,283,BWI,January,Thursday,1,14,55
FALSE,283,BWI,January,Thursday,0,18,35
TRUE,283,BWI,January,Thursday,81,17,25
TRUE,283,BWI,January,Thursday,96,21,35
FALSE,283,BWI,January,Thursday,-4,9,0
FALSE,283,BWI,January,Thursday,-5,10,50
FALSE,2298,LAS,January,Thursday,20,16,40
FALSE,1050,MCO,January,Thursday,1,9,45
FALSE,1050,MCO,January,Thursday,-1,16,45
FALSE,1050,MCO,January,Thursday,-6,12,0
TRUE,777,MDW,January,Thursday,395,20,5
FALSE,777,MDW,January,Thursday,-5,8,35
TRUE,777,MDW,January,Thursday,89,12,0
TRUE,1111,TPA,January,Thursday,100,15,30
FALSE,1111,TPA,January,Thursday,3,8,25
FALSE,116,EWR,January,Monday,-3,21,5
FALSE,116,EWR,January,Monday,-3,12,35
FALSE,116,EWR,January,Saturday,-6,14,35
FALSE,116,EWR,January,Tuesday,16,21,5
FALSE,475,CLE,January,Monday,-6,11,20
FALSE,475,CLE,January,Wednesday,-3,7,32
FALSE,475,CLE,January,Thursday,3,11,20
TRUE,116,EWR,January,Thursday,41,8,20
TRUE,116,EWR,January,Friday,55,21,5
FALSE,116,EWR,January,Friday,2,14,35
TRUE,116,EWR,January,Thursday,71,21,35
FALSE,475,CLE,January,Thursday,-4,7,32
FALSE,116,EWR,January,Monday,-1,14,35
FALSE,116,EWR,January,Monday,-4,8,25
FALSE,116,EWR,January,Wednesday,16,8,25
FALSE,116,EWR,January,Thursday,6,14,35
FALSE,116,EWR,January,Thursday,-7,12,35
FALSE,116,EWR,January,Saturday,-3,8,25
FALSE,116,EWR,January,Saturday,-7,8,25
TRUE,116,EWR,January,Tuesday,33,14,35
TRUE,116,EWR,January,Saturday,25,14,50
FALSE,116,EWR,January,Wednesday,4,8,20
TRUE,475,CLE,January,Thursday,5,7,30
FALSE,116,EWR,January,Tuesday,4,14,35
FALSE,116,EWR,January,Friday,35,12,45
FALSE,116,EWR,January,Tuesday,-2,12,35
FALSE,116,EWR,January,Monday,-5,8,25
FALSE,475,CLE,January,Thursday,-4,7,32
FALSE,475,CLE,January,Monday,-2,7,32
FALSE,475,CLE,January,Friday,-4,11,20
FALSE,116,EWR,January,Saturday,-7,12,35
FALSE,475,CLE,January,Wednesday,4,7,30
FALSE,116,EWR,January,Sunday,11,12,35
FALSE,116,EWR,January,Monday,10,8,25
FALSE,116,EWR,January,Wednesday,30,14,35
FALSE,475,CLE,January,Tuesday,3,11,20
FALSE,116,EWR,January,Tuesday,-6,14,35
TRUE,116,EWR,January,Friday,182,8,20
FALSE,116,EWR,January,Thursday,-2,12,35
FALSE,475,CLE,January,Tuesday,-8,7,32
TRUE,475,CLE,January,Monday,0,7,32
FALSE,116,EWR,January,Tuesday,-1,21,5
FALSE,475,CLE,January,Monday,-4,7,32
FALSE,116,EWR,January,Sunday,-1,14,35
